PicSeq_AgeAdj,CardSort_AgeAdj,Flanker_AgeAdj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,ReadEng_AgeAdj,PicVocab_AgeAdj,ProcSpeed_AgeAdj,DDisc_AUC_200,DDisc_AUC_40K,VSPLOT_TC,VSPLOT_CRTE,VSPLOT_OFF,SCPT_SEN,SCPT_SPEC,IWRD_TOT,IWRD_RTC,ListSort_AgeAdj
130.24,105.58,110.49,13.0,6.0,3750.0,106.27,105.76,108.45,0.24407709,0.13541688,14.0,800.86365,19.0,0.9833,0.9917,36.0,2015.0,98.44
113.39,106.92,105.15,17.0,2.0,9660.0,128.0018,120.3801,116.46,0.43912917,0.22851583,13.0,940.0,25.0,1.0,0.9417,28.0,1277.5,123.73
112.44,87.17,97.9,24.0,0.0,16076.0,115.5874,127.3936,131.89,0.14147292,0.21848979999999996,21.0,1208.1,9.0,0.9833,0.9917,37.0,1455.0,89.14
130.24,99.68,104.4,21.0,0.0,24521.0,119.5923,102.7025,90.9,0.44772290000000003,0.8309898000000001,20.0,1870.0549,12.0,1.0,0.9917,36.0,1685.0,123.73
112.44,119.6,117.22,19.0,0.0,15200.0,122.8613,123.3733,85.5,0.3130875,0.2062502,17.0,1120.0,16.0,0.95,0.9417,36.0,1930.0,89.14
78.94,101.17,95.44,21.0,0.0,22050.0,119.76,125.24,72.41,0.40983230000000004,0.5750002,20.0,2201.4019,13.0,0.9667,0.95,34.0,1672.75,118.14
86.78,92.55,86.81,20.0,0.0,19105.0,83.66571,83.26414,103.13,0.1551448,0.45703146,17.0,1598.7142,19.0,1.0,0.9833,37.0,1685.0,94.33
105.2,104.4,106.68,21.0,0.0,15023.0,124.24,118.97,111.58,0.2612646,0.87421894,14.0,607.25,21.0,0.9833,0.925,36.0,1556.0,89.14
89.97,113.98,108.15,21.0,0.0,14060.0,92.09071,110.9818,101.27,0.027019791,0.032031458,22.0,1426.0983,10.0,1.0,0.95,33.0,1445.0,108.26
106.06,110.89,109.1,8.0,11.0,4755.0,95.28029000000001,88.71889,110.48,0.22350417,0.28046897,24.0,692.3295,7.0,0.9833,0.9833,32.0,1432.5,89.14
85.4,109.56,108.67,13.0,6.0,5090.0,122.0801,117.8291,141.73,0.08444167,0.54544294,21.0,846.6667,9.0,0.9,0.9,33.0,1572.5,94.33
113.39,111.05,111.48,12.0,7.0,7395.0,122.2757,116.2235,85.5,0.48144686,0.7718752,14.0,1297.0,19.0,0.9833,0.9833,37.0,1560.0,103.57
121.69,57.79,89.01,11.0,8.0,4100.0,104.2635,106.0891,134.24,0.70944166,0.9843752,16.0,877.0714,26.0,1.0,0.9917,34.0,1524.75,108.26
99.78,108.85,112.58,24.0,0.0,22035.5,118.58,145.09,103.49,0.18860833,0.44427103,14.0,1300.375,25.0,0.9333,0.95,35.0,1427.5,108.26
104.06,99.78,96.54,7.0,12.0,3150.0,125.361,117.1475,90.9,0.19954583,0.6665367,13.0,1384.4445,23.0,0.9667,0.9917,39.0,1577.5,113.85
96.13,97.44,91.66,18.0,1.0,18774.5,79.96414,98.98373000000001,108.74,0.136525,0.121745,14.0,1068.3071,30.0,1.0,0.9917,36.0,1407.5,98.44
110.97,110.46,106.76,13.0,6.0,4150.0,84.15554,114.7352,77.17,0.12780105,0.7359376999999999,17.0,886.25,19.0,0.9167,0.9167,36.0,1425.0,89.14
110.97,98.47,112.44,21.0,0.0,18360.0,106.36,117.03,82.02,0.09524896,0.6165366999999999,16.0,1154.5714,16.0,1.0,0.975,38.0,1440.0,89.14
118.78,98.0,115.7,22.0,0.0,14854.5,129.8786,152.0354,141.73,0.5281916999999999,0.8437502,15.0,1033.625,20.0,1.0,0.975,38.0,1200.0,123.73
82.71,91.11,101.01,19.0,0.0,30091.0,122.2742,134.0624,106.9,0.20605625,0.50117207,14.0,1084.4642,23.0,1.0,0.975,37.0,1540.0,66.49
88.95,107.92,103.23,18.0,1.0,18205.0,98.00652,106.2438,83.82,0.16204584,0.47031270000000003,20.0,1339.0278,11.0,0.9167,0.975,32.0,2660.0,89.14
109.65,101.08,98.44,19.0,0.0,13970.0,114.9491,120.6439,101.27,0.292775,0.706771,14.0,978.2323,32.0,0.9333,0.95,39.0,1630.0,113.85
121.69,114.08,116.11,20.0,0.0,12875.0,108.7447,106.3514,131.89,0.14329584,0.34114605,21.0,998.0,10.0,0.9833,0.9333,39.0,1377.5,118.14
114.48,96.64,100.58,19.0,0.0,11060.0,122.2444,105.514,131.89,0.22701979,0.8718752000000001,13.0,820.0,22.0,1.0,0.9583,37.0,1367.0,113.85
94.08,96.65,82.3,21.0,0.0,23530.0,121.3874,113.9937,97.87,0.04316562400000001,0.16914083,16.0,1016.125,16.0,0.95,0.9917,37.0,1760.0,108.26
91.88,112.7,107.39,18.0,1.0,17380.5,104.7177,117.0446,142.86,0.12936354,0.2876304,21.0,1524.6364,11.0,0.95,0.975,33.0,1805.5,98.44
98.43,89.91,105.31,17.0,2.0,17310.0,94.20844,85.32791,114.51,0.36256668,0.5656251999999999,17.0,1234.6154,22.0,1.0,0.9667,38.0,1490.0,98.44
110.97,99.21,105.31,11.0,8.0,3850.0,86.04,94.89,115.61,0.037566666,0.19791688,6.0,566.5873,69.0,0.5333,0.9917,32.0,1335.0,108.26
88.59,108.16,93.15,20.0,0.0,20856.0,107.67,109.7,81.06,0.3378271,0.8125001999999999,12.0,1147.7024,22.0,0.9833,0.9667,38.0,1693.0,98.44
105.2,110.43,109.1,10.0,9.0,3095.0,102.9649,126.2728,136.71,0.22389479,0.9617190000000001,12.0,934.8889,26.0,1.0,0.9417,37.0,1250.0,98.44
102.59,93.67,85.51,12.0,7.0,5574.5,101.5162,112.3475,121.65,0.32715,0.82265645,17.0,1158.5714,24.0,0.9333,0.9417,35.0,1417.5,108.26
112.44,110.27,97.5,16.0,3.0,7995.0,96.54,112.05,97.67,0.374025,0.93984395,15.0,1053.75,26.0,0.8167,0.9833,36.0,1475.0,89.14
89.97,118.05,115.63,13.0,6.0,7141.0,112.3,101.2,101.57,0.28105626,0.6776044,11.0,817.0,27.0,0.9333,0.9417,32.0,1775.0,94.33
96.42,93.03,87.3,22.0,0.0,12941.5,97.1,113.18,88.97,0.04603021,0.5209636999999999,14.0,896.76624,22.0,0.9167,0.9833,34.0,1610.0,113.85
82.71,97.55,101.47,18.0,1.0,11655.5,111.29,116.6,101.13,0.15983229999999998,0.8593752,18.0,1132.3572,13.0,0.8667,0.8917,34.0,1475.0,103.57
96.13,108.16,100.09,21.0,0.0,16999.0,120.9012,122.9126,85.5,0.102019794,0.31679708,21.0,1330.0,14.0,0.9833,0.9833,37.0,2387.5,113.85
85.34,113.05,90.75,18.0,1.0,19860.0,127.2626,114.4925,119.78,0.37480626,0.9421877000000001,15.0,1338.75,17.0,0.0,1.0,37.0,1657.5,103.57
101.69,102.6,113.29,14.0,5.0,5064.5,104.65,115.33,97.54,0.27311355,0.8470054,13.0,630.0,21.0,0.9333,0.9417,36.0,1424.75,103.57
110.97,103.93,107.8,20.0,0.0,8668.5,107.06,114.66,119.74,0.30488437,0.19987,15.0,975.0,20.0,0.9667,0.9583,38.0,1069.0,113.85
103.95,88.23,113.51,22.0,0.0,23940.0,111.01,108.28,103.98,0.8477229,0.8859377,10.0,1240.9524,31.0,0.9667,0.975,35.0,1630.0,117.24
91.88,93.43,107.39,20.0,0.0,18665.0,125.3154,115.4986,85.5,0.070769794,0.38177103,11.0,914.875,22.0,1.0,0.9833,36.0,1257.5,94.33
106.06,108.59,105.93,15.0,4.0,8240.0,102.7533,107.9928,136.71,0.13678542,0.21302104,18.0,728.4524,14.0,0.9833,0.9583,35.0,1227.5,103.57
61.33,97.87,79.42,8.0,11.0,6754.0,81.4974,65.68985,84.87,0.29225418,0.6062502,5.0,2201.6365,112.0,0.9,0.8667,37.0,1497.0,75.82
74.88,88.1,87.75,9.0,10.0,8037.0,82.91045,105.5026,104.97,0.045379166,0.11289083,15.0,1126.25,24.0,0.9,0.9417,38.0,1779.0,103.57
106.96,113.76,101.9,16.0,3.0,8335.5,97.05,114.7,112.46,0.039259374,0.13958354,13.0,970.0909,29.0,0.9,0.9417,36.0,1268.0,97.6
90.6,97.77,84.05,21.0,0.0,32119.0,105.2217,95.94632,91.83,0.15201979999999998,0.5828127,14.0,1020.8461,22.0,1.0,0.975,35.0,1365.0,122.75
130.24,96.11,92.69,21.0,0.0,23798.0,119.7683,119.7647,110.48,0.105926044,0.85794294,17.0,1795.4445,15.0,0.9667,0.9917,35.0,1652.5,98.44
96.42,105.09,108.31,22.0,0.0,33790.5,118.19,115.26,77.6,0.35423332,0.8078126999999999,17.0,996.6667,14.0,0.9833,0.9583,34.0,1545.0,94.33
116.16,103.79,104.06,19.0,0.0,32470.0,88.46,95.01,72.22,0.12506667,0.18385437,9.0,1112.0,34.0,0.8833,0.9583,38.0,1380.0,89.14
130.24,116.4,120.75,23.0,0.0,39911.0,118.4956,126.5039,99.57,0.49069166,0.9765627,21.0,1295.3846,10.0,0.9333,0.9917,39.0,1105.0,118.14
101.12,110.97,117.14,23.0,0.0,18520.0,104.9859,120.4676,146.4,0.6212906,0.7695314,19.0,1215.7142,13.0,1.0,0.9917,36.0,1320.0,98.44
82.43,97.36,116.02,18.0,1.0,23950.0,90.94104,93.52174000000001,106.9,0.30748853,0.76237,15.0,1101.0,18.0,0.9667,0.9083,36.0,1332.5,94.33
107.36,117.98,120.75,21.0,0.0,15291.0,137.87,146.64,111.72,0.2068375,0.5000002,19.0,860.0833,13.0,1.0,0.9917,39.0,1535.25,108.26
98.67,101.95,88.36,21.0,0.0,20659.0,113.4053,117.5284,113.48,0.74563956,0.8233075000000001,12.0,732.86365,23.0,1.0,1.0,37.0,1482.25,102.63
130.24,90.93,114.29,20.0,0.0,13820.0,96.84908,113.4462,137.14,0.18756667,0.37044293,19.0,785.0,18.0,1.0,0.925,35.0,1455.0,98.44
99.03,98.49,83.84,20.0,0.0,22365.0,122.8106,132.4502,89.14,0.98444164,0.9453127,19.0,1044.0834,15.0,1.0,0.9667,37.0,1475.0,136.46
113.29,108.73,106.83,18.0,1.0,23283.0,119.98,126.6909,124.42,0.32649896,0.5502606,15.0,1381.25,20.0,0.9667,0.9583,37.0,2045.0,112.66
111.31,106.84,100.58,19.0,0.0,21640.0,101.2901,99.97051,91.83,0.059441667000000004,0.33737,14.0,1081.875,18.0,0.9833,0.8417,32.0,1470.0,107.32
125.19,110.25,113.21,24.0,0.0,34726.0,110.0894,114.3596,136.19,0.12884271,0.15885438,20.0,1584.0286,12.0,1.0,1.0,38.0,1382.5,102.63
108.22,96.21,112.33,7.0,12.0,5920.0,102.5672,94.3036,86.51,0.13743646,0.3953127,5.0,690.0,40.0,0.9667,0.975,36.0,1595.0,117.24
112.22,111.39,100.37,22.0,0.0,30865.0,110.34,118.64,90.94,0.2960302,0.38359395,14.0,1174.2858,19.0,0.95,0.9667,39.0,1417.5,98.44
81.1,104.79,95.64,19.0,0.0,16109.0,68.40926999999999,94.897,114.51,0.13131666,0.6125001999999999,11.0,1541.25,23.0,0.9833,0.95,37.0,1542.0,85.26
112.44,87.02,92.0,14.0,5.0,18125.0,95.96,99.82,69.7,0.15787917,0.5588544,10.0,1294.4506,27.0,0.8833,0.9833,37.0,1482.5,103.57
113.39,97.92,102.68,11.0,8.0,6640.0,96.29547,105.5462,97.87,0.18248855,0.044140834000000004,15.0,1846.9,19.0,0.9667,1.0,37.0,1732.5,94.33
90.94,93.1,102.68,7.0,12.0,3380.0,96.77723,82.59318,121.65,0.49616042,0.45625022,19.0,835.36365,12.0,0.9333,0.8083,33.0,1601.75,89.14
134.81,110.04,112.1,11.0,8.0,4450.0,113.2552,104.7501,113.48,0.32350418,0.86523455,20.0,986.6875,19.0,0.9667,0.9917,39.0,1367.5,84.01
79.93,82.64,87.3,4.0,15.0,5935.0,79.29,68.55,61.61,0.2524104,0.34934917,12.0,1254.011,23.0,0.95,0.975,31.0,1932.5,80.7
82.67,91.47,112.94,16.0,3.0,13155.5,86.45,98.46,84.73,0.059702082999999996,0.8108075,12.0,782.3626,25.0,0.9667,0.8583,34.0,1910.0,113.85
97.12,87.52,95.92,19.0,0.0,43909.0,113.33,117.78,75.48,0.31660312,0.7437501999999999,14.0,1308.5803,23.0,0.9167,0.95,33.0,2131.5,94.33
113.29,103.51,95.32,20.0,0.0,20190.0,81.49724,82.96337,73.5,0.10410312599999999,0.10286479400000001,7.0,1540.1428,71.0,0.95,0.925,36.0,1575.0,112.66
93.32,108.72,108.23,11.0,8.0,3950.0,82.71556,98.43794,115.61,0.08170729,0.3110679,20.0,877.7778,14.0,1.0,0.8917,38.0,1837.5,112.66
116.16,102.7,99.47,12.0,7.0,4110.0,128.57,130.91,104.68,0.5852229,0.9453127,11.0,580.9091,31.0,0.9833,0.925,38.0,1290.0,94.33
130.24,101.01,94.83,10.0,9.0,5369.5,101.1885,78.76172,119.78,0.16386876,0.32903665,9.0,1021.4286,39.0,0.95,0.975,35.0,1172.5,108.26
91.88,114.12,104.32,19.0,0.0,33989.0,117.325,115.1222,136.71,0.20696771,0.29166687,16.0,1149.1428,20.0,1.0,0.9667,38.0,1315.0,103.57
116.37,106.14,88.0,23.0,0.0,41393.0,128.7075,124.7169,136.19,0.46686354,0.6352867,15.0,2213.75,15.0,0.9333,0.9583,38.0,1522.5,112.66
120.31,102.83,94.77,24.0,0.0,16624.5,120.3854,111.6,119.1,0.23066562,0.633594,15.0,1651.25,20.0,1.0,0.9667,36.0,1877.25,131.78
106.06,115.55,103.1,21.0,0.0,16810.0,122.0148,110.3501,138.01,0.18470208,0.7328127,17.0,998.0,16.0,0.9,0.95,37.0,1252.5,103.57
104.62,105.92,98.63,19.0,0.0,10931.0,116.03,119.75,105.9,0.30475417,0.8265627000000001,21.0,772.2222,11.0,1.0,0.9917,34.0,1865.0,117.24
101.07,106.41,106.46,21.0,0.0,22151.0,125.0452,140.0933,99.57,0.60306144,0.9382815000000001,21.0,1697.1428,10.0,0.9833,0.9917,38.0,1760.0,113.85
110.21,118.64,103.71,9.0,10.0,4462.0,86.33,96.06,107.32,0.22116041,0.49348980000000003,19.0,804.5714,14.0,1.0,0.9917,31.0,1723.75,93.3
106.3,98.77,98.0,15.0,4.0,12210.0,92.62402,93.16797,113.48,0.2488948,0.83046895,6.0,755.7197,46.0,0.9,0.9583,32.0,1725.0,84.01
106.3,96.85,94.84,21.0,0.0,16468.0,110.2203,114.8949,81.57,0.30670729999999996,0.63632834,13.0,1040.0,27.0,0.9833,0.9667,34.0,1600.0,122.75
125.19,111.85,112.21,16.0,3.0,15515.5,77.70728000000001,103.8343,122.43,0.15254062,0.17408875,15.0,906.0,20.0,1.0,0.975,32.0,1680.0,97.6
96.01,93.67,80.64,21.0,0.0,22149.0,110.78,108.17,90.66,0.45084792,0.8593752,24.0,2237.125,6.0,1.0,0.9917,37.0,1540.25,112.66
102.88,117.41,120.33,19.0,0.0,11620.0,98.56,106.51,119.86,0.25618646,0.6828126999999999,17.0,1394.2858,14.0,0.9833,0.9833,36.0,1730.0,117.24
110.21,97.96,104.25,19.0,0.0,18900.0,87.78759000000001,103.5143,107.94,0.16673334,0.48945335,18.0,1293.6608,19.0,0.9167,0.875,37.0,2010.0,107.32
118.72,96.19,103.71,21.0,0.0,30061.0,103.5407,113.9972,105.92,0.98444164,0.9843752,22.0,1446.6666,9.0,0.9833,0.9583,36.0,1625.0,102.63
125.19,81.98,78.05,22.0,0.0,38852.0,126.6145,144.6374,80.03,0.2693375,0.5218752000000001,17.0,1964.875,14.0,1.0,0.9833,37.0,1245.0,127.41
125.19,106.29,102.17,21.0,0.0,26520.0,128.1176,132.7172,104.04,0.039129168,0.4372398,15.0,1282.5,19.0,1.0,0.9583,37.0,1627.5,122.75
113.39,88.52,80.41,20.0,0.0,10329.5,88.96635,113.7274,103.13,0.5065771,0.9309898000000001,21.0,728.9,12.0,1.0,0.9917,37.0,1467.5,118.14
134.81,106.42,92.47,11.0,8.0,3750.0,99.09,100.95,99.32,0.3285823,0.8453127,17.0,1320.0,20.0,1.0,0.975,37.0,1817.5,93.3
90.6,104.59,98.24,18.0,1.0,11329.5,115.1373,97.86176,122.43,0.21412916,0.79309916,18.0,1179.0447,18.0,0.9667,0.9583,34.0,1535.0,112.66
109.02,99.04,94.77,18.0,1.0,16981.5,110.56,117.51,94.25,0.33600417,0.7359376999999999,13.0,1292.5,23.0,1.0,0.9833,35.0,1609.5,84.01
114.88,109.81,99.24,22.0,0.0,15194.5,109.0373,112.5922,144.44,0.13847813,0.805469,19.0,995.0,18.0,0.9833,0.9833,39.0,1287.5,112.66
111.31,117.45,118.46,21.0,0.0,22850.0,99.19353000000001,105.2437,144.06,0.14772291,0.47395855,20.0,1370.8334,11.0,0.9833,0.975,35.0,1480.0,112.66
88.2,122.65,108.23,15.0,4.0,8030.0,93.67241999999999,86.79604,126.24,0.25084789999999996,0.6425783,19.0,1120.0,17.0,0.9667,0.9833,35.0,1502.5,102.63
73.89,111.35,111.44,20.0,0.0,17920.0,89.04018,100.0631,137.66,0.19290520000000003,0.15703146,16.0,685.9821,18.0,0.9667,0.95,34.0,1365.0,112.66
125.19,88.63,96.5,13.0,6.0,8840.0,85.27905,113.2326,67.13,0.30853020000000003,0.6158855999999999,12.0,1493.4089999999999,28.0,0.9667,0.9333,36.0,2230.0,117.24
105.8,118.97,108.96,18.0,1.0,16665.0,87.61424,107.9393,136.87,0.120639585,0.7734376999999999,18.0,960.9286,17.0,0.95,0.9167,32.0,1825.0,102.63
113.29,91.6,72.81,18.0,1.0,26980.0,118.5772,112.5362,46.07,0.019467708,0.14140646,18.0,1085.8572,15.0,1.0,0.975,35.0,1337.5,107.32
101.58,109.21,94.77,23.0,0.0,23229.0,115.9135,127.1666,119.1,0.46725416,0.7541669,10.0,1595.9176,35.0,0.9833,0.9333,39.0,1687.0,122.75
100.63,96.37,95.65,14.0,5.0,23790.0,105.6342,94.20238,93.58,0.39069167,0.33111999999999997,11.0,1070.9089999999999,35.0,0.9667,0.9667,36.0,1405.0,97.6
134.81,109.98,99.05,18.0,1.0,14844.5,120.098,103.4102,141.31,0.39082187,0.69296896,22.0,1581.8131,9.0,1.0,0.9917,37.0,1259.5,122.75
95.94,105.48,115.03,12.0,7.0,7314.5,97.07,113.35,83.46,0.050066665,0.22708355,18.0,791.30115,12.0,0.95,0.95,29.0,1562.25,88.33
113.29,117.58,112.98,22.0,0.0,18980.0,101.1369,101.2065,133.66,0.081316665,0.33059916,14.0,1095.1154,29.0,0.95,0.9833,39.0,1565.0,131.78
110.21,101.78,104.77,10.0,9.0,10070.0,113.0443,102.6465,93.58,0.15970208,0.62734395,15.0,1368.75,22.0,0.95,0.975,40.0,1542.5,84.01
114.88,96.02,101.09,23.0,0.0,22350.0,121.1905,114.4066,105.92,0.17441562,0.28867209999999993,11.0,1327.0,38.0,0.95,0.8833,37.0,1645.0,112.66
101.54,114.88,106.9,8.0,11.0,2860.0,78.69286,75.42485,111.48,0.078321874,0.34322938,9.0,553.75,44.0,0.9833,0.9333,36.0,1225.0,107.32
104.28,116.96,113.21,14.0,5.0,7270.0,111.72,98.43,98.24,0.26803540000000003,0.4031252,11.0,941.0,27.0,0.9333,0.9667,31.0,1704.75,93.3
93.83,95.83,97.4,15.0,4.0,11190.0,96.55882,112.4883,136.19,0.041863542000000004,0.33059916,6.0,1160.5358,36.0,0.9667,0.9583,37.0,1115.0,131.78
125.19,101.36,96.04,17.0,2.0,20560.0,106.5381,116.6878,91.83,0.35605624,0.80390644,13.0,911.1111,21.0,0.95,0.9833,37.0,1520.0,127.41
75.17,85.24,99.19,6.0,13.0,3854.0,70.66,91.24,90.33,0.22936355,0.38737,4.0,1004.6607,110.0,0.8167,0.8417,31.0,1295.75,93.3
117.41,96.84,81.23,22.0,0.0,33413.5,116.8141,124.5888,109.72,0.6289729000000001,0.7102866999999999,23.0,1576.6666,9.0,0.9833,0.9833,33.0,1397.25,102.63
114.88,113.04,106.31,18.0,1.0,15485.5,103.37,118.1,103.51,0.5712906,0.7328127,20.0,1193.8125,17.0,0.9667,0.9083,37.0,1572.5,112.66
134.81,115.15,120.14,20.0,0.0,18921.5,105.62,108.08,116.82,0.12233229,0.21367209,14.0,972.07794,19.0,0.9667,0.9917,37.0,1642.5,102.63
93.58,102.77,94.31,15.0,4.0,11260.0,117.7711,106.2763,86.51,0.31985834,0.7640627,15.0,1330.0,24.0,0.95,0.9083,35.0,1582.5,93.3
99.86,101.2,94.61,20.0,0.0,16735.0,109.1166,89.55637,86.51,0.117644794,0.39609396,9.0,1108.5714,37.0,0.9667,0.975,37.0,1455.0,97.6
134.81,113.07,109.61,19.0,0.0,14340.0,119.1813,127.1674,144.44,0.08860833,0.30364603,18.0,702.8571,17.0,1.0,1.0,35.0,1855.0,122.75
92.51,108.85,86.06,21.0,0.0,14659.0,99.07303,104.1861,122.43,0.405275,0.7734376999999999,14.0,1334.7032,30.0,0.9833,0.9333,38.0,1207.5,102.63
95.26,109.72,111.44,7.0,12.0,3090.0,120.7848,95.42813000000001,111.48,0.35162917,0.85078144,16.0,728.125,18.0,0.9333,0.9917,39.0,1190.0,102.63
94.89,115.41,112.02,23.0,0.0,15230.0,126.6145,133.8846,119.1,0.83912915,0.8914065000000001,19.0,833.75,12.0,0.95,0.9583,29.0,1382.5,122.75
114.88,115.13,108.23,10.0,9.0,4060.0,114.5593,98.15876999999999,122.43,0.1834,0.5704429,16.0,1500.7053,20.0,0.9833,0.9833,33.0,1460.0,112.66
106.3,114.71,108.0,10.0,9.0,4040.0,111.4849,97.76701,109.72,0.07532708,0.48463562,17.0,841.25,19.0,0.9833,0.9667,39.0,1390.0,112.66
98.19,106.53,95.15,21.0,0.0,20680.0,121.6778,115.3143,63.93,0.050717708,0.51328146,19.0,862.0,13.0,0.95,0.9667,34.0,1789.75,112.66
109.02,96.42,87.78,18.0,1.0,14489.0,119.8981,105.2944,100.43,0.092775,0.50807315,11.0,1229.9,27.0,0.9,0.9583,35.0,1267.5,107.32
104.62,112.93,104.93,21.0,0.0,23109.0,89.9246,109.119,105.92,0.051629167000000004,0.09882833,21.0,1328.75,11.0,1.0,1.0,31.0,1510.0,102.63
92.51,105.37,98.55,13.0,6.0,5920.0,102.5925,105.3957,120.69,0.14642084,0.3843752,12.0,813.3182,23.0,0.8333,0.95,35.0,1240.0,112.66
118.72,97.18,106.22,11.0,8.0,6880.0,85.59,113.19,93.28,0.09772292,0.1733075,14.0,1501.0358,26.0,0.9,0.9583,31.0,1522.0,102.63
100.63,109.4,104.61,15.0,4.0,7650.0,110.43,106.65,121.98,0.070769794,0.08502625,7.0,1291.25,46.0,0.95,0.925,37.0,1575.0,84.01
109.02,98.49,106.83,11.0,8.0,4540.0,82.53542,101.7342,93.58,0.13912916,0.10963562,11.0,1002.7273,28.0,0.95,0.9083,37.0,1270.0,84.01
84.96,109.84,94.47,18.0,1.0,19915.0,121.5218,111.5783,80.03,0.27910313,0.5282554,14.0,926.74603,27.0,1.0,0.9917,38.0,1615.0,112.66
134.81,86.71,88.36,10.0,9.0,4214.5,120.2398,110.4573,91.83,0.24694167,0.80234396,24.0,1470.507,8.0,0.9833,0.9833,31.0,2049.25,102.63
100.46,108.27,105.39,19.0,0.0,22602.0,88.74304000000001,97.06145,133.66,0.26178542,0.7500001999999999,21.0,958.625,11.0,1.0,0.9583,34.0,1928.0,88.33
86.85,103.68,93.62,15.0,4.0,19000.0,121.0029,119.6144,100.43,0.15215,0.6274742,13.0,1134.4445,30.0,0.9167,0.9667,39.0,1307.5,97.6
125.19,100.76,105.02,14.0,5.0,11460.0,124.2434,128.7012,115.61,0.30280104,0.80091166,21.0,925.4545,16.0,0.9667,0.9667,39.0,1310.0,112.66
114.0,109.17,87.58,15.0,4.0,11469.0,113.8722,100.5589,131.33,0.04733229,0.04687521,19.0,1446.125,18.0,0.95,0.95,35.0,1280.0,93.3
91.68,103.06,99.98,7.0,12.0,4760.0,83.59125,88.21137,86.51,0.08379062,0.117578335,6.0,1019.2143,46.0,0.9333,0.9167,28.0,1732.5,93.3
134.81,105.05,119.02,21.0,0.0,8810.0,116.1211,117.1489,129.86,0.1942073,0.38203147,16.0,1175.0,21.0,0.9833,0.9833,36.0,1585.0,112.66
76.87,113.49,110.99,20.0,0.0,27241.0,105.45,91.51,89.54,0.11048333,0.5234377,19.0,1674.0,18.0,1.0,0.9917,32.0,1951.75,84.01
106.96,111.19,106.65,14.0,5.0,8369.0,101.26899999999999,117.6954,134.92,0.07597812,0.18906271,11.0,1281.4615,34.0,0.9833,0.95,30.0,1574.5,117.24
98.19,90.37,100.58,10.0,9.0,7500.0,112.1883,106.1998,90.05,0.19655104,0.7656251999999999,13.0,975.7143,25.0,1.0,0.9417,37.0,1407.5,93.3
104.28,95.05,104.52,17.0,2.0,10030.0,119.2171,124.2013,124.42,0.09225417,0.33190125,16.0,946.1629,17.0,0.9833,0.975,38.0,1665.0,107.32
90.6,107.48,114.87,9.0,10.0,3050.0,124.81,131.62,116.88,0.1318375,0.6790366999999999,14.0,763.8571,19.0,1.0,0.9333,38.0,1520.0,140.86
71.85,85.95,107.01,10.0,9.0,5500.0,102.4372,118.5611,105.92,0.0880875,0.43750020000000006,13.0,659.0,30.0,0.95,0.9417,38.0,1470.0,93.3
110.21,94.4,103.56,19.0,0.0,15341.0,74.17971,88.73827,80.03,0.31569168,0.7796877,14.0,971.8680400000001,48.0,0.9667,0.9667,33.0,1562.5,84.01
113.29,121.37,113.36,19.0,0.0,11770.0,113.6388,108.4491,137.66,0.35423332,0.18372416,19.0,1048.5714,14.0,1.0,0.95,38.0,1190.0,127.41
86.13,104.61,104.44,9.0,10.0,7389.0,102.2126,107.0454,131.33,0.045379166,0.12083354,12.0,1849.375,41.0,0.9833,0.9417,25.0,1550.0,88.33
95.75,95.22,82.28,14.0,5.0,10135.0,85.99521999999999,89.85418,96.97,0.05618646,0.36106792,8.0,892.375,37.0,0.95,0.9917,37.0,1537.5,102.63
111.31,81.23,72.42,15.0,4.0,11930.0,89.89461999999999,100.0683,81.57,0.98444164,0.9843752,10.0,1032.625,37.0,0.9833,0.8833,33.0,1604.75,84.01
134.81,103.18,108.43,22.0,0.0,31147.0,113.2848,101.4599,111.48,0.24837396,0.28359395,18.0,1325.5793,20.0,1.0,0.9833,39.0,1335.0,131.78
120.31,98.82,98.07,19.0,0.0,30669.0,88.33678,84.4967,129.86,0.5001969,0.8281252,12.0,1101.0,25.0,0.95,0.9333,35.0,1482.25,107.32
114.88,100.11,95.77,20.0,0.0,29521.0,102.6477,98.55214000000001,84.87,0.08743646,0.35195333,16.0,1615.0714,15.0,0.9833,0.95,34.0,1420.0,102.63
101.54,96.79,96.09,16.0,3.0,17488.0,78.4646,94.90015,90.05,0.31543124,0.13619812,5.0,1518.75,60.0,0.9667,0.975,33.0,1421.25,88.33
94.2,102.87,91.81,7.0,12.0,5336.0,80.45,76.3,91.27,0.08730625,0.9843752,14.0,791.05457,33.0,0.9333,0.95,31.0,2141.25,75.82
84.96,99.11,92.39,22.0,0.0,13774.0,120.7966,107.3849,122.43,0.14069167,0.4813804,20.0,920.125,15.0,0.9333,0.9583,36.0,1185.0,112.66
134.81,111.22,111.44,15.0,4.0,11949.0,124.2675,133.1783,100.43,0.27545729999999996,0.36914083,16.0,1442.5454,17.0,0.95,1.0,38.0,1529.75,93.3
100.63,101.47,102.63,12.0,7.0,4584.5,116.3591,125.5443,126.24,0.82285315,0.8687502,14.0,1806.75,28.0,0.9833,0.9333,36.0,1460.0,93.3
125.19,113.34,101.9,23.0,0.0,22972.0,105.88,105.36,105.46,0.2880875,0.7468752,17.0,1800.0,15.0,1.0,0.9833,34.0,1890.5,107.32
