Comp1_coupling,Comp2_coupling,Comp3_coupling,Comp4_coupling
0.71745380291845,0.3981544197591128,0.3256508142741198,0.10836930172804374
0.32368080624962825,0.020279762016002283,1.0191435943031255,0.5413927761609371
0.6971063067814254,0.2874043100476504,0.5507343677283894,0.10259135275296023
0.3447253915311304,0.419426663049376,0.5881315000938929,0.344261901110732
0.7346243994197226,0.353753594751914,0.4887387756841633,0.1617127147999694
0.3633031826288364,0.4138903757429081,0.5047986722224446,0.4703965941009935
0.4212045862918979,0.1534349684905596,0.6690536654967866,0.4864133986144238
0.6065767108459688,0.4180184430960257,0.2529390007788693,0.3065460888562231
0.6707370920048931,0.3520131517601732,0.29485498520122416,0.2249628690230822
0.681728520540971,0.22803668789065204,0.3489595254647114,0.3758386746816135
0.4334613390616746,0.5390849105782728,0.2150377393954422,0.2805802200067343
0.4193938677568088,0.2340607189868599,0.5147521580804884,0.5730154646885491
0.3726946458436207,0.5468327439169266,0.5054248445424709,0.21045826502958567
0.5646433449237638,0.4510557461878855,0.5516681242861917,0.007551005212936916
0.4009923853947674,0.3849559692313425,0.7448113002497992,0.18445239670550467
0.5661968683433779,0.1559131323831638,0.7735540835806102,0.21536707073336533
0.5884158599144299,0.3638431251041947,0.3968902991195472,0.2860226379317709
0.35536191994945937,0.2007433280400864,0.6425391778597637,0.5973486725936933
0.6080596614782224,0.3416278048132813,0.4774700657312098,0.2652780593564362
0.2860331680736918,0.0788844924099154,1.0446946749045465,0.5586113143622811
0.7164960278197725,0.3022548241850412,0.0,0.5326795018753466
0.5780008653555506,0.21256103393554104,0.3076378977230856,0.5911150832184114
0.4680964452278378,0.4844144641686436,0.26890652742031196,0.3928891278474807
0.7410503587352885,0.31294834505124114,0.3545452217047696,0.30399919731570263
0.6283048269977634,0.3794048158169381,0.2506752073624369,0.276342762039967
0.3717896353157231,0.22956129348272514,0.8056589551461394,0.5211280672773546
0.462312414868764,0.4022463583074646,0.3561851225124611,0.40950045240978505
0.4372277411893862,0.4696975170282642,0.4799709220080942,0.22322398904998952
0.6057903884957472,0.14011952874411032,0.4575531888176326,0.5403823013130236
0.5106824341776454,0.34198425794257337,0.3840339591831343,0.27498911570576073
0.3711619173401356,0.2141088783234494,0.7435325672923356,0.4855615971784207
0.3494277877936681,0.2554871906366296,0.5854005163824357,0.4847760202983904
0.5805185014965717,0.4043990452324981,0.3377384028991592,0.2713518306295196
0.6943585432983008,0.4712482993968069,0.06569362465623084,0.35311258090131764
0.5258651891237678,0.39537246403820536,0.4192221017048069,0.395937511608674
0.8410791934837155,0.4207221510459195,0.08545223281655455,0.10541699323047453
0.4501383937982842,0.2412058321824856,0.6668078857227214,0.3524698592597241
0.4118772720936235,0.4195657472726713,0.7181056065516468,0.20095238204518093
0.6902657562295481,0.37255113252183103,0.446146065491144,0.07248866170287922
0.6633378213564163,0.17746936600195815,0.5166790812037494,0.2427016754560464
0.4632212508168273,0.3010947984911359,0.5747319661438799,0.2931673146944808
0.3091772096086075,0.5120960443733635,0.41563827676805454,0.3337840329022741
0.494509063100491,0.44661450088899385,0.441834999384894,0.2223791727380466
0.4118311348122713,0.5436223248896082,0.4609881885522028,0.23627128822374166
0.520904454245478,0.20219183255855602,0.367816985118316,0.6337846564852192
0.4682676116453402,0.4019366482291646,0.3966594047741772,0.4565791343299509
0.8041630720832974,0.4829263140419498,0.06031524641691419,0.10914824167554113
0.6435673585712037,0.3132219162203099,0.30772022039345864,0.35818415113162194
0.5477404281006476,0.3750113697264088,0.3263528551677787,0.4373239377235169
0.4688965990641173,0.4149550857686306,0.2774199289904642,0.4739710386045113
0.6579359471539543,0.23030916928041564,0.41402735112446976,0.4695463309947636
0.5251822979935575,0.37569455507882,0.3647720963113068,0.4910991291234336
0.4046370331577383,0.4448891880335875,0.5941399478565139,0.29210322024941804
0.5650693255076651,0.5005643286737649,0.2564491795508116,0.3095741713530039
0.6220542475597339,0.32546981013916065,0.33809520852478897,0.33788611514700473
0.4936455626325698,0.1371731220076174,0.8215455224884474,0.33925980569522834
