8.423999999999999488e+01,1.078700000000000045e+02,9.651999999999999602e+01,2.100000000000000000e+01,0.000000000000000000e+00,1.261700000000000000e+04,9.876198999999999728e+01,1.135742000000000047e+02,1.252800000000000011e+02,1.362645799999999963e-01,5.628908000000000245e-01,2.100000000000000000e+01,1.155799999999999955e+03,1.300000000000000000e+01,9.499999999999999556e-01,9.749999999999999778e-01,3.800000000000000000e+01,1.529500000000000000e+03,9.432999999999999829e+01
9.407999999999999829e+01,1.031700000000000017e+02,9.995999999999999375e+01,1.500000000000000000e+01,4.000000000000000000e+00,6.960000000000000000e+03,1.045699999999999932e+02,1.051200000000000045e+02,1.054599999999999937e+02,1.994156199999999879e-01,4.829429000000000083e-01,1.700000000000000000e+01,1.027000000000000000e+03,2.300000000000000000e+01,9.333000000000000185e-01,9.082999999999999963e-01,3.700000000000000000e+01,1.470000000000000000e+03,8.526000000000000512e+01
1.302400000000000091e+02,9.807999999999999829e+01,1.075400000000000063e+02,1.500000000000000000e+01,4.000000000000000000e+00,1.890000000000000000e+04,7.510873000000002264e+01,8.461768999999999608e+01,1.104800000000000040e+02,1.248062499999999936e-01,7.031251999999998947e-01,1.200000000000000000e+01,1.122404500000000098e+03,2.200000000000000000e+01,9.333000000000000185e-01,9.832999999999999519e-01,3.700000000000000000e+01,1.830000000000000000e+03,9.843999999999999773e+01
1.124399999999999977e+02,8.556000000000000227e+01,8.834999999999999432e+01,2.000000000000000000e+01,0.000000000000000000e+00,2.143850000000000000e+04,9.168657000000000323e+01,1.036362000000000023e+02,8.381999999999999318e+01,9.459790999999999339e-02,3.317710500000000118e-01,1.800000000000000000e+01,1.011642900000000054e+03,2.100000000000000000e+01,9.832999999999999519e-01,9.499999999999999556e-01,3.700000000000000000e+01,1.607500000000000000e+03,9.843999999999999773e+01
1.010699999999999932e+02,8.873999999999999488e+01,1.056700000000000017e+02,1.900000000000000000e+01,0.000000000000000000e+00,1.228000000000000000e+04,1.136584000000000003e+02,1.114745000000000061e+02,7.417000000000000171e+01,8.925937999999999928e-02,7.100262600000000202e-01,1.500000000000000000e+01,1.010000000000000000e+03,1.900000000000000000e+01,9.832999999999999519e-01,9.917000000000000259e-01,3.600000000000000000e+01,1.320000000000000000e+03,9.843999999999999773e+01
1.144800000000000040e+02,9.876999999999999602e+01,1.015199999999999960e+02,2.100000000000000000e+01,0.000000000000000000e+00,1.834000000000000000e+04,1.066640000000000015e+02,1.104547000000000025e+02,6.171999999999999886e+01,6.630875000000000519e-01,7.718751999999999835e-01,1.200000000000000000e+01,8.725594999999999573e+02,2.400000000000000000e+01,9.832999999999999519e-01,9.416999999999999815e-01,4.000000000000000000e+01,1.355000000000000000e+03,1.035699999999999932e+02
7.893999999999999773e+01,9.410999999999999943e+01,1.082300000000000040e+02,1.700000000000000000e+01,2.000000000000000000e+00,1.554900000000000000e+04,1.263599999999999994e+02,1.227500000000000000e+02,8.300000000000000000e+01,2.222020799999999963e-01,3.742189699999999841e-01,1.100000000000000000e+01,1.474142800000000079e+03,2.400000000000000000e+01,1.000000000000000000e+00,9.082999999999999963e-01,3.800000000000000000e+01,1.440000000000000000e+03,1.082600000000000051e+02
9.903000000000000114e+01,8.809000000000000341e+01,8.445999999999999375e+01,1.600000000000000000e+01,3.000000000000000000e+00,1.471450000000000000e+04,1.115575000000000045e+02,1.046504000000000048e+02,1.216500000000000057e+02,5.844416599999999740e-01,7.968751999999998947e-01,4.000000000000000000e+00,7.260750000000000455e+02,4.900000000000000000e+01,9.000000000000000222e-01,9.832999999999999519e-01,3.600000000000000000e+01,1.575000000000000000e+03,9.843999999999999773e+01
9.612999999999999545e+01,1.144099999999999966e+02,1.151500000000000057e+02,2.000000000000000000e+01,0.000000000000000000e+00,1.866050000000000000e+04,1.007038000000000011e+02,1.286436999999999955e+02,6.117999999999999972e+01,7.259270499999999349e-02,3.343751999999999835e-01,1.800000000000000000e+01,1.638375000000000000e+03,2.300000000000000000e+01,9.667000000000000037e-01,9.583000000000000407e-01,3.400000000000000000e+01,1.830000000000000000e+03,1.082600000000000051e+02
1.045999999999999943e+02,1.002699999999999960e+02,1.137500000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,2.598500000000000000e+04,1.298786000000000058e+02,1.342571000000000083e+02,1.197800000000000011e+02,2.975926999999999878e-01,9.015627000000000502e-01,1.300000000000000000e+01,9.500000000000000000e+02,1.900000000000000000e+01,9.832999999999999519e-01,9.333000000000000185e-01,3.800000000000000000e+01,1.620000000000000000e+03,1.324900000000000091e+02
