7.174538029184499566e-01,3.981544197591128098e-01,3.256508142741197931e-01,1.083693017280437376e-01
3.236808062496282501e-01,2.027976201600228609e-02,1.019143594303125511e+00,5.413927761609370615e-01
6.971063067814253777e-01,2.874043100476503798e-01,5.507343677283893513e-01,1.025913527529602326e-01
3.447253915311304096e-01,4.194266630493760362e-01,5.881315000938929227e-01,3.442619011107319604e-01
7.346243994197225735e-01,3.537535947519139801e-01,4.887387756841632958e-01,1.617127147999694037e-01
3.633031826288363741e-01,4.138903757429081010e-01,5.047986722224445666e-01,4.703965941009934926e-01
4.212045862918978867e-01,1.534349684905595979e-01,6.690536654967865760e-01,4.864133986144237864e-01
6.065767108459687584e-01,4.180184430960257047e-01,2.529390007788693273e-01,3.065460888562230868e-01
6.707370920048930651e-01,3.520131517601732263e-01,2.948549852012241623e-01,2.249628690230822126e-01
6.817285205409709947e-01,2.280366878906520400e-01,3.489595254647113731e-01,3.758386746816135271e-01
4.334613390616746109e-01,5.390849105782727912e-01,2.150377393954422123e-01,2.805802200067343266e-01
4.193938677568088136e-01,2.340607189868599003e-01,5.147521580804883534e-01,5.730154646885491365e-01
3.726946458436207199e-01,5.468327439169266002e-01,5.054248445424709413e-01,2.104582650295856727e-01
5.646433449237637792e-01,4.510557461878855201e-01,5.516681242861917189e-01,7.551005212936915886e-03
4.009923853947673922e-01,3.849559692313425097e-01,7.448113002497992463e-01,1.844523967055046731e-01
5.661968683433779015e-01,1.559131323831637883e-01,7.735540835806101745e-01,2.153670707333653345e-01
5.884158599144299062e-01,3.638431251041946979e-01,3.968902991195472074e-01,2.860226379317709067e-01
3.553619199494593706e-01,2.007433280400864051e-01,6.425391778597636661e-01,5.973486725936932862e-01
6.080596614782224352e-01,3.416278048132813105e-01,4.774700657312098140e-01,2.652780593564362244e-01
2.860331680736917792e-01,7.888449240991539380e-02,1.044694674904546483e+00,5.586113143622810639e-01
7.164960278197725074e-01,3.022548241850411821e-01,0.000000000000000000e+00,5.326795018753466282e-01
5.780008653555506193e-01,2.125610339355410439e-01,3.076378977230855849e-01,5.911150832184114412e-01
4.680964452278377763e-01,4.844144641686435881e-01,2.689065274203120137e-01,3.928891278474807014e-01
7.410503587352884614e-01,3.129483450512411391e-01,3.545452217047695975e-01,3.039991973157026295e-01
6.283048269977633549e-01,3.794048158169380791e-01,2.506752073624369248e-01,2.763427620399669937e-01
3.717896353157231215e-01,2.295612934827251372e-01,8.056589551461393883e-01,5.211280672773546119e-01
4.623124148687640100e-01,4.022463583074645799e-01,3.561851225124610942e-01,4.095004524097850540e-01
4.372277411893861765e-01,4.696975170282641776e-01,4.799709220080942140e-01,2.232239890499895241e-01
6.057903884957471785e-01,1.401195287441103221e-01,4.575531888176325723e-01,5.403823013130235609e-01
5.106824341776453613e-01,3.419842579425733664e-01,3.840339591831343213e-01,2.749891157057607338e-01
3.711619173401355942e-01,2.141088783234494086e-01,7.435325672923356333e-01,4.855615971784206786e-01
3.494277877936681209e-01,2.554871906366296130e-01,5.854005163824357316e-01,4.847760202983903977e-01
5.805185014965716928e-01,4.043990452324980889e-01,3.377384028991591847e-01,2.713518306295196192e-01
6.943585432983008232e-01,4.712482993968069023e-01,6.569362465623083958e-02,3.531125809013176409e-01
5.258651891237677845e-01,3.953724640382053623e-01,4.192221017048068932e-01,3.959375116086740198e-01
8.410791934837155148e-01,4.207221510459194791e-01,8.545223281655454917e-02,1.054169932304745289e-01
4.501383937982841865e-01,2.412058321824855911e-01,6.668078857227214273e-01,3.524698592597241276e-01
4.118772720936235143e-01,4.195657472726713189e-01,7.181056065516467912e-01,2.009523820451809273e-01
6.902657562295481108e-01,3.725511325218310299e-01,4.461460654911439949e-01,7.248866170287922295e-02
6.633378213564162795e-01,1.774693660019581454e-01,5.166790812037493907e-01,2.427016754560464007e-01
4.632212508168273013e-01,3.010947984911359065e-01,5.747319661438798910e-01,2.931673146944808184e-01
3.091772096086075061e-01,5.120960443733635348e-01,4.156382767680545376e-01,3.337840329022740971e-01
4.945090631004910309e-01,4.466145008889938484e-01,4.418349993848940116e-01,2.223791727380466099e-01
4.118311348122712934e-01,5.436223248896081550e-01,4.609881885522028044e-01,2.362712882237416878e-01
5.209044542454780435e-01,2.021918325585559950e-01,3.678169851183160644e-01,6.337846564852192000e-01
4.682676116453401982e-01,4.019366482291645837e-01,3.966594047741772155e-01,4.565791343299508975e-01
8.041630720832974033e-01,4.829263140419498002e-01,6.031524641691418664e-02,1.091482416755411300e-01
6.435673585712037292e-01,3.132219162203099261e-01,3.077202203934586433e-01,3.581841511316219417e-01
5.477404281006476028e-01,3.750113697264088053e-01,3.263528551677786771e-01,4.373239377235169090e-01
4.688965990641172921e-01,4.149550857686306049e-01,2.774199289904641930e-01,4.739710386045112855e-01
6.579359471539543147e-01,2.303091692804156432e-01,4.140273511244697557e-01,4.695463309947636166e-01
5.251822979935575342e-01,3.756945550788199917e-01,3.647720963113068038e-01,4.910991291234336198e-01
4.046370331577383017e-01,4.448891880335875126e-01,5.941399478565139169e-01,2.921032202494180385e-01
5.650693255076650878e-01,5.005643286737648801e-01,2.564491795508115901e-01,3.095741713530039130e-01
6.220542475597339305e-01,3.254698101391606535e-01,3.380952085247889705e-01,3.378861151470047286e-01
4.936455626325698121e-01,1.371731220076173874e-01,8.215455224884473662e-01,3.392598056952283447e-01
6.770943291282017773e-01,2.151840550766604132e-01,4.618246945385958147e-01,3.100096171985006754e-01
5.215483860828949991e-01,3.430416529941521242e-01,4.011913413884827251e-01,4.537397686400970742e-01
3.750346855807364932e-01,4.315331633688057056e-01,6.435147607952673710e-01,3.087879480939327848e-01
4.630050619621404184e-01,3.543587537564171774e-01,5.564448915092975456e-01,3.088963844815013071e-01
6.408063155769390118e-01,4.313453846582229190e-01,1.344875197330668848e-01,3.902243252480566138e-01
4.708272647164349900e-01,3.859861852361908818e-01,7.011757210523731354e-01,2.098995738031687042e-01
3.612823065655392241e-01,1.364711587768477064e-01,7.835801145873393381e-01,6.041755805077898556e-01
6.442971316130104986e-01,3.607432760808780836e-01,2.739131733453096240e-01,3.728738957395456022e-01
6.656249265129711157e-01,4.036789637493905514e-01,1.524983795017353927e-01,3.476286388098733249e-01
5.498203680148968653e-01,2.839314925391618338e-01,5.346970720962340717e-01,3.200105348669092797e-01
5.989262276448666933e-01,3.939833458134847088e-01,3.117549733317299676e-01,2.824777997696239495e-01
