1.288183679616765176e+03,-1.185123332596324190e+03,2.271771317857298527e+03,-2.852465085626115069e+03
9.516314916864232600e+02,-6.476549714576406132e+02,1.040846919949188532e+03,-1.318044853748948526e+03
1.563973565348550892e+03,-1.901002205509126497e+03,3.568606403501290970e+03,-4.426327271513769119e+03
1.627300142405384122e+03,-2.162838444273677396e+03,4.215711215087994788e+03,-5.208170074107952132e+03
1.197310209569720882e+03,-1.155967533307683198e+03,2.261386231181709263e+03,-2.841633183681324681e+03
1.425292773666315725e+03,-1.841912780128357554e+03,3.605193636623729617e+03,-4.455913940846236983e+03
1.561856253889703794e+03,-1.294390784327613346e+03,2.928713333702311502e+03,-3.740485486076732286e+03
1.186171842731589550e+03,-1.600502804686136869e+03,2.760528873625919459e+03,-3.323582588512506391e+03
1.780942632362387485e+03,-1.638350495224181032e+03,3.500404587650735266e+03,-4.442496187837161415e+03
1.860212233888500350e+03,-2.670076145509246089e+03,5.223329054157587052e+03,-6.410007299192237952e+03
1.181099605155946847e+03,-1.178910575434216526e+03,1.867757811585125182e+03,-2.295416278036407675e+03
1.045561002494096556e+03,-5.135430756735333944e+02,1.025717244198093795e+03,-1.367447943979665752e+03
2.220391063977451267e+03,-3.647698261314353658e+03,7.144354035022255630e+03,-8.725376498319903476e+03
1.229184738792048165e+03,-1.034563888750946035e+03,2.111552139463236472e+03,-2.669257744498733246e+03
1.241165593184412955e+03,-1.366726961964441443e+03,2.466865940507029791e+03,-3.051245524771807595e+03
1.218740209324550278e+03,-1.458122141429716748e+03,2.650602915698580546e+03,-3.273410998166795707e+03
1.398983633268960148e+03,-1.404915927544641818e+03,2.889261546514579095e+03,-3.649146164933395085e+03
7.070268706109640107e+02,-3.924472083420326385e+02,3.495627684853061510e+02,-4.610685136387727425e+02
8.355474944120081773e+02,-3.948743506502588048e+02,4.775060645050513131e+02,-6.429109439615117481e+02
1.763871386475383815e+03,-1.968312176589349747e+03,4.264529665221371943e+03,-5.371321403319638193e+03
1.797333001999111730e+03,-2.642101267313308199e+03,5.223022814852606643e+03,-6.417210278900509365e+03
2.267915662072997748e+03,-2.353545558163230908e+03,5.288315421506769781e+03,-6.692552533337682689e+03
2.458561535092436316e+03,-2.913479801437334572e+03,6.812621959770865033e+03,-8.594275080923755013e+03
2.082974519206577497e+03,-2.615713379075419653e+03,5.681344356593828707e+03,-7.117128130485962174e+03
1.337217700198541479e+03,-1.307871612768144132e+03,2.510576759901328387e+03,-3.156254711259527085e+03
2.345131463037338563e+03,-3.473807713975422303e+03,6.228900241562974770e+03,-7.552186297978945731e+03
1.428004966007900521e+03,-1.952809085682380555e+03,3.763335855414869911e+03,-4.612401603334426909e+03
1.536544467924753008e+03,-2.049389760594553536e+03,3.681922147813260381e+03,-4.482232682293656580e+03
1.740775821157085829e+03,-2.130138579305974417e+03,4.606500237516437664e+03,-5.771619084991871205e+03
1.196267416132119024e+03,-1.277361442137963195e+03,2.566409245143411226e+03,-3.232570447772312946e+03
2.264091824147398256e+03,-3.388785114464616072e+03,7.068810799087095802e+03,-8.738994203965170527e+03
1.460509461384841188e+03,-1.617473887857576301e+03,3.181153168160002679e+03,-3.972139427994262405e+03
1.391954472210948779e+03,-1.618826936586136526e+03,2.982470147174930844e+03,-3.679845196115733415e+03
1.128483458016245550e+03,-3.855793163862198298e+02,9.071410138020191880e+02,-1.280384708885954751e+03
